Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
6,Davis,Sacramento Valley,1/3/2025,003,0.45, ,4.10, ,34, ,1.1, ,15.4, ,6.4, ,10.1, ,98, ,64, ,87, ,8.0, ,2.5, ,217.1, ,10.7, 
6,Davis,Sacramento Valley,1/4/2025,004,1.11, ,0.00, ,97, ,0.9, ,14.1, ,3.7, ,8.3, ,98, ,63, ,85, ,5.8, ,1.4, ,119.8, ,10.5, 
6,Davis,Sacramento Valley,1/5/2025,005,1.42, ,0.00, ,121, ,1.0, ,15.5, ,4.4, ,9.1, ,96, ,60, ,83, ,6.4, ,1.4, ,123.5, ,10.4, 
6,Davis,Sacramento Valley,1/6/2025,006,1.47, ,0.00, ,102, ,1.0, ,15.5, ,5.0, ,10.4, ,96, ,61, ,81, ,7.3, ,3.0, ,262.8, ,10.5, 
6,Davis,Sacramento Valley,1/7/2025,007,3.96, ,0.00, ,119, ,0.8, ,17.5, ,10.3, ,13.6,Y,61, ,39, ,49,Y,3.1,Y,6.7,Y,576.3,Y,10.7, 
6,Davis,Sacramento Valley,1/8/2025,008,2.72, ,0.00, ,124, ,0.7, ,17.0, ,4.9, ,11.6, ,88, ,40, ,52, ,2.0, ,3.2, ,278.3, ,10.5, 
6,Davis,Sacramento Valley,1/9/2025,009,3.61, ,0.00, ,124, ,0.7, ,21.1,Y,3.1, ,13.2, ,91, ,27, ,48, ,2.3, ,4.2, ,363.9, ,10.1, 
6,Davis,Sacramento Valley,1/10/2025,010,1.49, ,0.00, ,113, ,0.9, ,16.2, ,3.6, ,9.8, ,93, ,58, ,77, ,6.0, ,1.9, ,160.4, ,10.3, 
6,Davis,Sacramento Valley,1/11/2025,011,4.88, ,0.00, ,125, ,0.6, ,17.4, ,8.7, ,12.9, ,78, ,26, ,40, ,-0.5, ,7.4,R,637.5,R,10.2, 
6,Davis,Sacramento Valley,1/12/2025,012,4.03, ,0.00, ,124, ,0.6, ,16.8, ,9.1, ,12.0, ,54, ,31, ,40, ,-1.3, ,5.7,Y,489.5,Y,9.9, 
6,Davis,Sacramento Valley,1/13/2025,013,3.24, ,0.00, ,120, ,0.6, ,15.6, ,5.9, ,11.0, ,74, ,30, ,43, ,-1.0, ,4.9, ,426.4, ,9.7, 
6,Davis,Sacramento Valley,1/14/2025,014,1.48, ,0.00, ,119, ,0.7, ,16.2, ,0.5, ,7.8, ,89, ,37, ,64, ,1.4, ,1.1, ,97.4, ,9.4, 
6,Davis,Sacramento Valley,1/15/2025,015,1.52, ,0.00, ,122, ,0.7, ,17.1, ,0.1, ,7.3, ,93, ,34, ,68, ,1.8, ,1.0, ,86.5, ,9.2, 
6,Davis,Sacramento Valley,1/16/2025,016,1.59, ,0.00, ,122, ,0.8, ,17.5, ,1.0, ,8.2, ,92, ,40, ,70, ,3.0, ,1.6, ,140.0, ,9.0, 
6,Davis,Sacramento Valley,1/17/2025,017,1.36, ,0.20, ,122, ,0.8, ,15.5, ,0.3, ,6.9, ,97, ,58, ,82, ,4.0, ,1.0, ,87.6, ,9.0, 
6,Davis,Sacramento Valley,1/18/2025,018,1.53, ,0.00, ,128, ,0.7, ,17.0, ,-0.6, ,7.0, ,98, ,40, ,74, ,2.6, ,1.1, ,91.6, ,8.8, 
6,Davis,Sacramento Valley,1/19/2025,019,1.45, ,0.00, ,126, ,0.8, ,14.6, ,0.1, ,6.2, ,98, ,55, ,82, ,3.4, ,1.5, ,127.1, ,8.6, 
6,Davis,Sacramento Valley,1/20/2025,020,3.74, ,0.00, ,137, ,0.5, ,16.7, ,3.8, ,10.7, ,82, ,22, ,38, ,-2.9, ,5.0, ,429.8, ,8.6, 
6,Davis,Sacramento Valley,1/21/2025,021,1.59, ,0.00, ,133, ,0.6, ,14.4, ,-1.4, ,5.8, ,92, ,46, ,70, ,0.8, ,1.4, ,122.7, ,8.3, 
6,Davis,Sacramento Valley,1/22/2025,022,2.06, ,0.00, ,135, ,0.6, ,15.7, ,-1.4, ,6.4, ,89, ,34, ,63, ,-0.1, ,1.8, ,151.5, ,7.8, 
6,Davis,Sacramento Valley,1/23/2025,023,1.73, ,0.00, ,135, ,0.7, ,19.3, ,-1.1, ,7.9, ,91, ,37, ,66, ,2.0, ,1.1, ,92.4, ,8.1, 
6,Davis,Sacramento Valley,1/24/2025,024,1.59, ,0.00, ,113, ,0.8, ,16.8, ,1.3, ,8.5, ,88, ,46, ,70, ,3.3, ,1.6, ,134.9, ,8.3, 
6,Davis,Sacramento Valley,1/25/2025,025,2.14, ,0.00, ,96, ,0.7, ,13.3, ,3.0, ,9.0, ,92, ,31, ,58, ,1.2, ,3.7, ,323.6, ,8.4, 
6,Davis,Sacramento Valley,1/26/2025,026,3.51, ,0.00, ,135, ,0.4, ,14.1, ,5.4, ,9.2, ,54, ,26, ,37, ,-4.8, ,4.7, ,410.1, ,8.4, 
6,Davis,Sacramento Valley,1/27/2025,027,3.47, ,0.00, ,140, ,0.5, ,17.8, ,4.3, ,10.4, ,72, ,22, ,37, ,-3.5, ,3.9, ,340.2, ,8.3, 
6,Davis,Sacramento Valley,1/28/2025,028,1.63, ,0.00, ,138, ,0.6, ,16.1, ,-1.6, ,6.2, ,89, ,36, ,66, ,0.3, ,1.0, ,88.6, ,8.1, 
6,Davis,Sacramento Valley,1/29/2025,029,1.51, ,0.00, ,133, ,0.8, ,13.5, ,-0.7, ,6.0, ,97, ,61, ,83, ,3.4, ,1.2, ,106.8, ,8.3, 
6,Davis,Sacramento Valley,1/30/2025,030,1.53, ,0.00, ,133, ,0.7, ,13.4, ,-1.2, ,5.6, ,97, ,62, ,83, ,2.8, ,1.5, ,126.3, ,8.2, 
6,Davis,Sacramento Valley,1/31/2025,031,0.03, ,6.90, ,19, ,1.0, ,9.6, ,4.5, ,7.5, ,97, ,89, ,93, ,6.5, ,2.2, ,186.4, ,8.3, 
6,Davis,Sacramento Valley,2/1/2025,032,0.02, ,14.20, ,22, ,1.2, ,13.0, ,8.9, ,10.7, ,97, ,88, ,95, ,9.9, ,3.7, ,320.0, ,9.5, 
6,Davis,Sacramento Valley,2/2/2025,033,0.07, ,4.30, ,15, ,1.4, ,15.1, ,12.2,Y,13.6, ,97, ,85, ,93, ,12.4, ,3.9, ,333.6, ,11.1, 
6,Davis,Sacramento Valley,2/3/2025,034,1.32, ,3.40, ,78, ,1.2, ,15.9, ,11.2, ,13.5, ,94, ,67, ,81, ,10.2, ,3.7, ,319.8, ,11.4, 
6,Davis,Sacramento Valley,2/4/2025,035,0.19, ,46.40, ,22, ,1.2, ,15.4, ,6.3, ,11.3, ,96, ,77, ,91, ,9.9, ,4.2, ,361.8, ,11.3, 
6,Davis,Sacramento Valley,2/5/2025,036,1.88, ,0.00, ,177,R,0.7, ,13.5, ,1.8, ,7.3, ,89, ,45, ,71, ,2.4, ,1.7, ,145.2, ,10.7, 
6,Davis,Sacramento Valley,2/6/2025,037,0.04, ,31.50, ,18, ,0.9, ,13.2, ,2.5, ,6.9, ,99, ,80, ,95, ,6.1, ,2.8, ,242.4, ,9.7, 
6,Davis,Sacramento Valley,2/7/2025,038,1.86, ,0.00, ,163, ,0.9, ,15.2, ,6.3, ,9.8, ,91, ,53, ,74, ,5.4, ,1.9, ,165.2, ,10.2, 
6,Davis,Sacramento Valley,2/8/2025,039,2.55, ,0.00, ,184,R,0.7, ,13.4, ,3.7, ,8.4, ,86, ,41, ,61, ,1.3, ,3.6, ,307.8, ,9.9, 
6,Davis,Sacramento Valley,2/9/2025,040,2.76, ,0.00, ,181,R,0.6, ,13.0, ,4.0, ,8.5, ,74, ,42, ,53, ,-0.4, ,4.4, ,377.5, ,9.5, 
6,Davis,Sacramento Valley,2/10/2025,041,2.58, ,0.00, ,174, ,0.5, ,13.5, ,2.2, ,7.7, ,83, ,36, ,51, ,-1.8, ,2.9, ,252.9, ,9.0, 
6,Davis,Sacramento Valley,2/11/2025,042,1.31, ,0.00, ,119, ,0.6, ,10.9, ,-0.7, ,6.0, ,87, ,44, ,65, ,-0.2, ,1.2, ,104.2, ,8.5, 
6,Davis,Sacramento Valley,2/12/2025,043,1.48, ,7.10, ,116, ,0.7, ,11.0, ,0.8, ,6.2, ,95, ,57, ,73, ,1.6, ,2.2, ,193.4, ,8.5, 
6,Davis,Sacramento Valley,2/13/2025,044,0.96, ,33.10, ,75, ,1.3, ,14.8, ,7.5, ,11.7, ,97, ,79, ,91, ,10.3, ,5.9,Y,512.3,Y,9.9, 
6,Davis,Sacramento Valley,2/14/2025,045,2.62, ,0.00, ,190,R,0.9, ,16.3, ,5.6, ,11.3, ,91, ,51, ,70, ,6.1, ,2.8, ,245.9, ,10.4, 
6,Davis,Sacramento Valley,2/15/2025,046,1.77, ,0.00, ,142, ,0.9, ,15.1, ,3.6, ,9.3, ,89, ,54, ,75, ,5.1, ,1.8, ,153.4, ,9.9, 
6,Davis,Sacramento Valley,2/16/2025,047,1.47, ,0.90, ,119, ,1.0, ,15.1, ,6.1, ,10.3, ,95, ,67, ,82, ,7.4, ,1.7, ,143.8, ,10.2, 
6,Davis,Sacramento Valley,2/17/2025,048,1.67, ,0.00, ,133, ,1.0, ,16.5, ,4.3, ,9.4, ,96, ,57, ,82, ,6.4, ,1.3, ,111.9, ,10.1, 
6,Davis,Sacramento Valley,2/18/2025,049,2.00, ,0.00, ,150, ,1.0, ,17.8, ,3.8, ,10.7, ,96, ,54, ,78, ,7.0, ,1.5, ,127.9, ,10.2, 
6,Davis,Sacramento Valley,2/19/2025,050,1.20, ,1.10, ,100, ,1.2, ,17.4, ,8.5, ,11.9, ,96, ,73, ,87, ,9.7, ,2.5, ,216.8, ,10.8, 
6,Davis,Sacramento Valley,2/20/2025,051,3.96, ,0.00, ,195,R,0.9, ,19.2, ,9.0, ,13.5, ,98, ,35, ,57, ,5.2, ,5.1, ,437.6, ,11.1, 
6,Davis,Sacramento Valley,2/21/2025,052,2.73, ,0.00, ,187, ,0.8, ,20.0, ,5.2, ,12.0, ,92, ,36, ,60, ,4.5, ,1.9, ,160.6, ,11.1, 
6,Davis,Sacramento Valley,2/22/2025,053,2.53, ,0.00, ,175, ,1.1, ,20.5, ,4.9, ,13.1, ,93, ,51, ,71, ,8.0, ,1.3, ,114.3, ,11.4, 
6,Davis,Sacramento Valley,2/23/2025,054,1.41, ,0.00, ,93, ,1.2, ,19.2, ,10.5, ,14.1, ,95, ,55, ,76, ,9.9, ,1.8, ,152.8, ,12.0, 
6,Davis,Sacramento Valley,2/24/2025,055,2.11, ,0.00, ,142, ,1.3, ,19.3, ,8.3, ,13.2, ,98, ,64, ,85, ,10.8, ,2.6, ,221.8, ,12.2, 
6,Davis,Sacramento Valley,2/25/2025,056,3.25, ,0.00, ,200, ,0.9, ,20.1, ,5.2, ,12.4, ,92, ,33, ,65, ,6.1, ,2.8, ,240.9, ,12.1, 
6,Davis,Sacramento Valley,2/26/2025,057,2.84, ,0.00, ,200, ,0.9, ,22.1, ,3.3, ,12.3, ,87, ,35, ,60, ,4.8, ,1.2, ,104.4, ,11.8, 
6,Davis,Sacramento Valley,2/27/2025,058,2.75, ,0.00, ,161, ,1.0, ,21.8, ,5.9, ,13.6, ,85, ,43, ,66, ,7.4, ,2.1, ,182.6, ,11.7, 
6,Davis,Sacramento Valley,2/28/2025,059,3.05, ,0.00, ,199, ,1.0, ,23.6, ,5.7, ,14.5, ,88, ,34, ,62, ,7.2, ,1.3, ,111.8, ,12.1, 
6,Davis,Sacramento Valley,3/1/2025,060,2.93, ,0.00, ,180, ,1.1, ,21.7, ,5.0, ,12.6, ,97, ,38, ,75, ,8.3, ,2.8, ,243.5, ,12.3, 
6,Davis,Sacramento Valley,3/2/2025,061,3.11, ,0.00, ,184, ,0.9, ,16.7, ,5.8, ,11.4, ,91, ,39, ,64, ,4.9, ,3.4, ,295.5, ,11.8, 
6,Davis,Sacramento Valley,3/3/2025,062,2.65, ,0.00, ,194, ,0.9, ,17.4, ,2.5, ,9.9, ,94, ,45, ,72, ,5.1, ,1.8, ,155.9, ,11.5, 
6,Davis,Sacramento Valley,3/4/2025,063,1.75, ,0.00, ,131, ,1.0, ,16.2, ,7.7, ,11.4, ,91, ,55, ,76, ,7.3, ,2.2, ,185.9, ,11.6, 
6,Davis,Sacramento Valley,3/5/2025,064,1.12, ,0.00, ,83, ,1.0, ,15.6, ,6.7, ,11.1, ,90, ,54, ,76, ,7.0, ,2.0, ,172.3, ,11.7, 
6,Davis,Sacramento Valley,3/6/2025,065,2.25, ,0.40, ,175, ,0.9, ,14.1, ,3.7, ,8.8, ,95, ,56, ,75, ,4.6, ,1.8, ,155.3, ,11.3, 
6,Davis,Sacramento Valley,3/7/2025,066,4.03, ,0.00, ,220, ,0.7, ,19.1, ,3.5, ,11.0, ,93, ,24, ,53, ,1.8, ,3.5, ,301.9, ,11.1, 
6,Davis,Sacramento Valley,3/8/2025,067,3.01, ,0.00, ,217, ,0.7, ,19.0, ,2.2, ,10.5, ,79, ,35, ,58, ,2.6, ,1.3, ,109.0, ,11.3, 
6,Davis,Sacramento Valley,3/9/2025,068,3.16, ,0.00, ,216, ,0.9, ,19.6, ,2.3, ,11.2, ,93, ,40, ,66, ,5.1, ,1.5, ,128.4, ,11.8, 
6,Davis,Sacramento Valley,3/10/2025,069,3.31, ,0.00, ,199, ,0.9, ,21.2, ,5.2, ,12.7, ,88, ,36, ,60, ,5.0, ,2.0, ,174.8, ,11.9, 
6,Davis,Sacramento Valley,3/11/2025,070,3.56, ,0.00, ,213, ,0.9, ,19.8, ,4.6, ,12.5, ,84, ,41, ,65, ,6.0, ,2.6, ,223.2, ,12.3, 
6,Davis,Sacramento Valley,3/12/2025,071,0.50, ,9.30, ,44, ,1.1, ,13.8, ,7.1, ,10.6, ,92, ,74, ,86, ,8.4, ,3.7, ,319.8, ,11.7, 
6,Davis,Sacramento Valley,3/13/2025,072,2.83, ,0.60, ,198, ,0.8, ,14.9, ,5.2, ,9.2, ,95, ,46, ,72, ,4.5, ,3.1, ,266.1, ,11.1, 
6,Davis,Sacramento Valley,3/14/2025,073,1.45, ,7.50, ,116, ,0.9, ,14.2, ,5.0, ,8.4, ,93, ,70, ,84, ,5.8, ,3.8, ,330.4, ,9.8, 
6,Davis,Sacramento Valley,3/15/2025,074,2.42, ,0.00, ,165, ,1.0, ,15.8, ,6.2, ,10.8, ,92, ,55, ,75, ,6.6, ,2.6, ,223.0, ,10.8, 
6,Davis,Sacramento Valley,3/16/2025,075,1.55, ,2.00, ,104, ,1.1, ,16.6, ,6.6, ,11.4, ,95, ,65, ,82, ,8.4, ,3.5, ,300.4, ,11.3, 
6,Davis,Sacramento Valley,3/17/2025,076,2.47, ,2.60, ,176, ,1.1, ,14.9, ,5.4, ,10.5, ,94, ,66, ,83, ,7.7, ,3.3, ,288.7, ,11.8, 
6,Davis,Sacramento Valley,3/18/2025,077,3.45, ,0.00, ,256,R,0.8, ,16.0, ,2.9, ,9.2, ,97, ,35, ,67, ,3.4, ,1.9, ,162.1, ,11.7, 
6,Davis,Sacramento Valley,3/19/2025,078,2.82, ,0.00, ,186, ,0.9, ,15.9, ,2.6, ,9.5, ,95, ,38, ,72, ,4.8, ,2.4, ,205.0, ,11.3, 
6,Davis,Sacramento Valley,3/20/2025,079,3.21, ,0.00, ,223, ,0.9, ,17.7, ,3.6, ,11.1, ,98, ,43, ,71, ,6.1, ,1.7, ,149.8, ,11.6, 
6,Davis,Sacramento Valley,3/21/2025,080,2.36, ,0.00, ,171, ,1.0, ,17.9, ,6.3, ,12.3, ,86, ,50, ,68, ,6.7, ,1.5, ,127.0, ,12.1, 
6,Davis,Sacramento Valley,3/22/2025,081,2.48, ,0.00, ,173, ,1.1, ,19.2, ,7.3, ,13.1, ,93, ,52, ,73, ,8.4, ,1.3, ,113.9, ,12.5, 
6,Davis,Sacramento Valley,3/23/2025,082,4.10, ,0.00, ,247, ,1.2, ,25.1, ,6.9, ,15.5, ,94, ,40, ,69, ,9.8, ,1.8, ,156.7, ,13.0, 
6,Davis,Sacramento Valley,3/24/2025,083,3.99, ,0.00, ,244, ,1.4, ,27.4, ,8.7, ,17.7, ,96, ,45, ,70, ,12.2, ,1.2, ,105.0, ,13.9, 
6,Davis,Sacramento Valley,3/25/2025,084,4.21, ,0.00, ,242, ,1.6,Y,29.2,Y,11.2, ,19.7,Y,92, ,41, ,68,Y,13.6,Y,1.3, ,115.5, ,14.8, 
6,Davis,Sacramento Valley,3/26/2025,085,4.01, ,0.00, ,239, ,1.3, ,18.8, ,11.6, ,15.2, ,93, ,65, ,78, ,11.4, ,4.1, ,351.0, ,15.0, 
6,Davis,Sacramento Valley,3/27/2025,086,2.41, ,1.50, ,141, ,1.2, ,17.6, ,11.2, ,14.0, ,94, ,61, ,78, ,10.2, ,4.0, ,341.3, ,14.3, 
6,Davis,Sacramento Valley,3/28/2025,087,3.28, ,0.00, ,202, ,1.1, ,17.5, ,7.6, ,12.7, ,93, ,51, ,74, ,8.2, ,3.2, ,273.8, ,13.7, 
6,Davis,Sacramento Valley,3/29/2025,088,3.42, ,0.00, ,234, ,0.9, ,17.7, ,4.2, ,11.4, ,90, ,45, ,68, ,5.7, ,1.8, ,157.9, ,13.4, 
6,Davis,Sacramento Valley,3/30/2025,089,1.94, ,2.70, ,111, ,1.2, ,18.7, ,9.2, ,13.0, ,93, ,55, ,78, ,9.2, ,4.2, ,364.2, ,13.0, 
6,Davis,Sacramento Valley,3/31/2025,090,4.27, ,0.00, ,246, ,1.0, ,17.6, ,8.3, ,12.8, ,91, ,48, ,69, ,7.3, ,4.1, ,357.1, ,13.3, 
6,Davis,Sacramento Valley,4/1/2025,091,2.42, ,1.10, ,161, ,1.0, ,15.0, ,7.4, ,10.5, ,93, ,58, ,76, ,6.3, ,3.5, ,299.0, ,12.4, 
6,Davis,Sacramento Valley,4/2/2025,092,4.12, ,0.00, ,273, ,0.8, ,18.0, ,2.6, ,10.7, ,94, ,36, ,62, ,3.8, ,2.3, ,201.7, ,12.5, 
6,Davis,Sacramento Valley,4/3/2025,093,4.38, ,0.00, ,272, ,0.8, ,19.7, ,2.6, ,11.4, ,94, ,27, ,59, ,3.6, ,2.2, ,192.9, ,12.5, 
6,Davis,Sacramento Valley,4/4/2025,094,5.59, ,0.00, ,273, ,0.8, ,22.5, ,6.3, ,14.5, ,78, ,23, ,46, ,2.9, ,3.5, ,304.4, ,12.5, 
6,Davis,Sacramento Valley,4/5/2025,095,4.57, ,0.00, ,263, ,0.8, ,25.0, ,9.0, ,15.8, ,73, ,26, ,47, ,4.5, ,1.8, ,158.1, ,13.0, 
6,Davis,Sacramento Valley,4/6/2025,096,4.43, ,0.00, ,244, ,1.0, ,23.6, ,6.4, ,15.3, ,90, ,27, ,56, ,6.6, ,2.0, ,173.1, ,13.7, 
6,Davis,Sacramento Valley,4/7/2025,097,3.42, ,0.00, ,197, ,1.3, ,21.7, ,11.1, ,16.2, ,89, ,49, ,68, ,10.4, ,2.8, ,237.7, ,14.2, 
6,Davis,Sacramento Valley,4/8/2025,098,4.22, ,0.00, ,265, ,1.1, ,24.0, ,7.9, ,15.5, ,91, ,37, ,62, ,8.1, ,1.4, ,122.5, ,14.6, 
6,Davis,Sacramento Valley,4/9/2025,099,4.85, ,0.00, ,266, ,1.2, ,28.4, ,8.4, ,18.2, ,91, ,32, ,59, ,10.0, ,1.7, ,148.6, ,14.9, 
6,Davis,Sacramento Valley,4/10/2025,100,3.65, ,0.00, ,211, ,1.3, ,26.2, ,8.8, ,17.4, ,91, ,40, ,67, ,11.2, ,1.3, ,115.0, ,15.5, 
6,Davis,Sacramento Valley,4/11/2025,101,4.48, ,0.00, ,242, ,1.4, ,26.4, ,11.1, ,18.3, ,90, ,49, ,65, ,11.6, ,2.0, ,174.7, ,16.1, 
6,Davis,Sacramento Valley,4/12/2025,102,4.71, ,0.00, ,274, ,1.1, ,24.3, ,7.4, ,15.6, ,89, ,36, ,64, ,8.8, ,2.1, ,184.6, ,15.4, 
6,Davis,Sacramento Valley,4/13/2025,103,6.94, ,0.00, ,278, ,0.8, ,28.4, ,9.5, ,19.2, ,80, ,21, ,37, ,4.2, ,3.7, ,321.4, ,15.1, 
6,Davis,Sacramento Valley,4/14/2025,104,5.97, ,0.00, ,281, ,0.9, ,30.4, ,9.4, ,20.6, ,76, ,20, ,38, ,5.8, ,2.3, ,201.9, ,15.3, 
6,Davis,Sacramento Valley,4/15/2025,105,4.07, ,0.00, ,224, ,1.2, ,24.4, ,9.2, ,15.9, ,86, ,49, ,65, ,9.4, ,2.3, ,200.3, ,15.8, 
6,Davis,Sacramento Valley,4/16/2025,106,4.57, ,0.00, ,268, ,1.1, ,21.8, ,9.6, ,14.5, ,84, ,54, ,69, ,8.9, ,2.9, ,248.4, ,16.2, 
6,Davis,Sacramento Valley,4/17/2025,107,3.04, ,0.00, ,190, ,1.2, ,20.2, ,10.2, ,14.3, ,83, ,57, ,73, ,9.5, ,2.3, ,196.7, ,15.9, 
6,Davis,Sacramento Valley,4/18/2025,108,5.97, ,0.00, ,287, ,0.9, ,26.1, ,7.5, ,16.4, ,92, ,19, ,47, ,5.0, ,2.9, ,250.1, ,15.7, 
6,Davis,Sacramento Valley,4/19/2025,109,4.96, ,0.00, ,285, ,1.1, ,23.7, ,5.0, ,14.5, ,94, ,40, ,66, ,8.2, ,2.2, ,193.8, ,16.1, 
6,Davis,Sacramento Valley,4/20/2025,110,4.99, ,0.00, ,287, ,1.1, ,26.6, ,5.7, ,16.0, ,92, ,24, ,60, ,8.4, ,1.7, ,146.7, ,17.0, 
6,Davis,Sacramento Valley,4/21/2025,111,5.52, ,0.00, ,287, ,1.1, ,28.8, ,7.3, ,18.7, ,92, ,24, ,53, ,8.9, ,2.1, ,179.3, ,17.0, 
6,Davis,Sacramento Valley,4/22/2025,112,5.75, ,0.00, ,293, ,1.2, ,27.2, ,9.0, ,17.9, ,90, ,32, ,59, ,9.7, ,2.8, ,243.8, ,17.4, 
6,Davis,Sacramento Valley,4/23/2025,113,4.91, ,0.00, ,290, ,1.1, ,21.2, ,8.7, ,14.2, ,85, ,53, ,69, ,8.6, ,3.4, ,294.4, ,16.6, 
6,Davis,Sacramento Valley,4/24/2025,114,4.30, ,1.70, ,264, ,1.1, ,18.4, ,7.8, ,12.7, ,95, ,55, ,74, ,8.1, ,3.1, ,267.4, ,16.3, 
6,Davis,Sacramento Valley,4/25/2025,115,3.48, ,0.00, ,201, ,1.0, ,16.5, ,8.5, ,12.5, ,90, ,49, ,66, ,6.4, ,3.3, ,286.2, ,15.4, 
6,Davis,Sacramento Valley,4/26/2025,116,1.35, ,1.70, ,105, ,1.1, ,15.1, ,8.7, ,11.8, ,96, ,56, ,76, ,7.8, ,1.6, ,134.2, ,15.4, 
6,Davis,Sacramento Valley,4/27/2025,117,1.18, ,0.80, ,104, ,1.2, ,16.6, ,8.7, ,12.0, ,97, ,66, ,84, ,9.5, ,1.6, ,133.9, ,15.3, 
6,Davis,Sacramento Valley,4/28/2025,118,5.28, ,3.90, ,302, ,1.1, ,25.6, ,7.1, ,16.0, ,97, ,29, ,62, ,8.8, ,2.0, ,174.9, ,15.8, 
6,Davis,Sacramento Valley,4/29/2025,119,5.32, ,0.50, ,305, ,1.3, ,28.6, ,8.0, ,18.0, ,96, ,36, ,62, ,10.6, ,1.5, ,128.0, ,17.3, 
6,Davis,Sacramento Valley,4/30/2025,120,5.96, ,0.00, ,305, ,1.3, ,31.1, ,10.1, ,20.1, ,95, ,26, ,56, ,11.2, ,2.1, ,182.7, ,18.2, 
6,Davis,Sacramento Valley,5/1/2025,121,5.56, ,2.40, ,311, ,1.4, ,29.0, ,9.7, ,18.3, ,95, ,36, ,65, ,11.5, ,2.0, ,173.9, ,18.5, 
6,Davis,Sacramento Valley,5/2/2025,122,5.57, ,0.00, ,310, ,1.2, ,26.7, ,9.0, ,16.4, ,93, ,43, ,67, ,10.3, ,2.9, ,254.5, ,18.1, 
6,Davis,Sacramento Valley,5/3/2025,123,4.97, ,0.00, ,278, ,1.2, ,23.3, ,10.2, ,16.2, ,87, ,50, ,68, ,10.1, ,2.6, ,223.2, ,18.0, 
6,Davis,Sacramento Valley,5/4/2025,124,8.65, ,0.00, ,310, ,0.9, ,26.6, ,10.2, ,19.5, ,86, ,22, ,38, ,4.9, ,5.8,Y,500.6,Y,17.4, 
6,Davis,Sacramento Valley,5/5/2025,125,10.37, ,0.00, ,313, ,0.6, ,29.5, ,15.4, ,22.4, ,31, ,17, ,24, ,0.8, ,6.6,Y,572.1,Y,16.9, 
6,Davis,Sacramento Valley,5/6/2025,126,8.61, ,0.00, ,320, ,0.8, ,30.1, ,13.3, ,22.6, ,70, ,15, ,29, ,3.8, ,4.4, ,378.9, ,17.1, 
6,Davis,Sacramento Valley,5/7/2025,127,5.57, ,2.80, ,312, ,1.3, ,24.0, ,8.8, ,16.7, ,96, ,46, ,67, ,10.6, ,2.5, ,218.5, ,17.4, 
6,Davis,Sacramento Valley,5/8/2025,128,5.62, ,2.70, ,318, ,1.3, ,31.1, ,8.5, ,19.0, ,97, ,32, ,59, ,11.0, ,1.5, ,129.3, ,18.3, 
6,Davis,Sacramento Valley,5/9/2025,129,6.22, ,2.10, ,322, ,1.2, ,32.8, ,10.3, ,22.2, ,92, ,23, ,46, ,10.1, ,1.4, ,123.7, ,19.5, 
6,Davis,Sacramento Valley,5/10/2025,130,6.74, ,1.00, ,321, ,1.1, ,33.1, ,10.0, ,22.5, ,86, ,20, ,41, ,8.6, ,2.0, ,168.7, ,19.6, 
6,Davis,Sacramento Valley,5/11/2025,131,6.72, ,0.00, ,315, ,1.0, ,23.5, ,10.4, ,17.1, ,79, ,31, ,51, ,6.9, ,3.8, ,325.6, ,18.6, 
6,Davis,Sacramento Valley,5/12/2025,132,4.81, ,1.40, ,262, ,1.1, ,19.6, ,11.2, ,14.0, ,94, ,46, ,72, ,8.9, ,4.2, ,360.8, ,17.3, 
6,Davis,Sacramento Valley,5/13/2025,133,5.05, ,0.00, ,293, ,1.1, ,23.3, ,10.2, ,15.8, ,95, ,30, ,60, ,8.1, ,2.3, ,197.3, ,17.7, 
6,Davis,Sacramento Valley,5/14/2025,134,5.59, ,1.80, ,314, ,1.1, ,26.1, ,8.6, ,17.4, ,97, ,31, ,58, ,9.0, ,1.8, ,158.9, ,18.2, 
6,Davis,Sacramento Valley,5/15/2025,135,6.28, ,0.20, ,322, ,1.2, ,28.1, ,10.0, ,19.5, ,89, ,34, ,54, ,9.8, ,2.2, ,188.7, ,18.8, 
6,Davis,Sacramento Valley,5/16/2025,136,6.06, ,3.30, ,314, ,1.3, ,29.0, ,10.8, ,19.9, ,96, ,33, ,56, ,11.0, ,2.2, ,193.1, ,19.3, 
6,Davis,Sacramento Valley,5/17/2025,137,5.72, ,0.00, ,283, ,1.2, ,25.4, ,13.2, ,19.1, ,78, ,38, ,54, ,9.7, ,3.1, ,269.1, ,19.3, 
6,Davis,Sacramento Valley,5/18/2025,138,7.98, ,0.00, ,325, ,0.9, ,28.2, ,11.1, ,20.5, ,82, ,21, ,38, ,5.8, ,4.0, ,343.0, ,19.4, 
6,Davis,Sacramento Valley,5/19/2025,139,7.23, ,0.00, ,319, ,1.3, ,31.1, ,11.8, ,22.5, ,73, ,30, ,46, ,10.4, ,2.9, ,251.1, ,19.6, 
